PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;DIA;H01;V01;H02;V02;H03;V03;H04;V04;H05;V05;H06;V06;H07;V07;H08;V08;H09;V09;H10;V10;H11;V11;H12;V12;H13;V13;H14;V14;H15;V15;H16;V16;H17;V17;H18;V18;H19;V19;H20;V20;H21;V21;H22;V22;H23;V23;H24;V24
28;079;004;07;08;02;13;01;30;00169;V;00125;V;00126;V;00107;V;00084;V;00077;V;00106;V;00222;V;00330;V;00307;V;00293;V;00278;V;00183;V;00095;V;00100;V;00087;V;00039;V;00039;V;00135;V;00095;V;00141;V;00264;V;00329;V;00297;V
28;079;004;07;08;02;13;01;31;00174;V;00109;V;00089;V;00083;V;00073;V;00072;V;00127;V;00223;V;00259;V;00352;V;00357;V;00267;V;00171;V;00075;V;00065;V;00048;V;00071;V;00102;V;00086;V;00051;V;00137;V;00283;V;00353;V;00363;V
28;079;004;08;08;02;13;01;01;00035;V;00052;V;00035;V;00019;V;00014;V;00014;V;00013;V;00020;V;00014;V;00014;V;00021;V;00023;V;00025;V;00023;V;00033;V;00039;V;00053;V;00068;V;00084;V;00095;V;00107;V;00084;V;00064;V;00080;V
28;079;004;08;08;02;13;01;02;00060;V;00042;V;00033;V;00028;V;00024;V;00022;V;00028;V;00048;V;00070;V;00089;V;00105;V;00107;V;00118;V;00097;V;00069;V;00034;V;00041;V;00051;V;00068;V;00097;V;00060;V;00063;V;00043;V;00030;V
28;079;004;08;08;02;13;01;03;00024;V;00035;V;00045;V;00051;V;00043;V;00047;V;00059;V;00075;V;00067;V;00096;V;00097;V;00052;V;00059;V;00061;V;00070;V;00068;V;00074;V;00090;V;00124;V;00152;V;00151;V;00121;V;00099;V;00071;V
28;079;004;08;08;02;13;01;04;00065;V;00059;V;00047;V;00040;V;00034;V;00033;V;00040;V;00066;V;00074;V;00080;V;00094;V;00106;V;00100;V;00106;V;00101;V;00089;V;00099;V;00114;V;00147;V;00134;V;00146;V;00175;V;00157;V;00110;V
28;079;004;08;08;02;13;01;05;00086;V;00070;V;00075;V;00059;V;00050;V;00050;V;00048;V;00046;V;00051;V;00074;V;00073;V;00084;V;00097;V;00086;V;00091;V;00089;V;00089;V;00090;V;00097;V;00093;V;00123;V;00131;V;00115;V;00089;V
28;079;004;08;08;02;13;01;06;00074;V;00070;V;00060;V;00051;V;00046;V;00042;V;00037;V;00039;V;00043;V;00050;V;00055;V;00068;V;00088;V;00079;V;00080;V;00079;V;00078;V;00087;V;00099;V;00113;V;00143;V;00138;V;00106;V;00074;V
28;079;004;08;08;02;13;01;07;00067;V;00057;V;00045;V;00040;V;00036;V;00035;V;00046;V;00045;V;00043;V;00046;V;00041;V;00040;V;00061;V;00046;V;00048;V;00047;V;00050;V;00051;V;00049;V;00059;V;00048;V;00044;V;00041;V;00048;V
28;079;004;08;08;02;13;01;08;00045;V;00042;V;00040;V;00041;V;00047;V;00048;V;00048;V;00057;V;00063;V;00067;V;00065;V;00048;V;00056;V;00060;V;00067;V;00067;V;00071;V;00071;V;00074;V;00074;V;00076;V;00072;V;00055;V;00045;V
28;079;004;08;08;02;13;01;09;00039;V;00038;V;00041;V;00032;V;00022;V;00022;V;00025;V;00039;V;00053;V;00061;V;00059;V;00057;V;00068;V;00069;V;00069;V;00064;V;00072;V;00070;V;00052;V;00044;V;00059;V;00060;V;00052;V;00052;V
28;079;004;08;08;02;13;01;10;00054;V;00052;V;00047;V;00047;V;00044;V;00042;V;00047;V;00057;V;00066;V;00051;V;00050;V;00040;V;00041;V;00067;V;00093;V;00089;V;00080;V;00062;V;00071;V;00083;V;00101;V;00105;V;00073;V;00054;V
28;079;004;08;08;02;13;01;11;00053;V;00051;V;00051;V;00053;V;00057;V;00054;V;00053;V;00062;V;00079;V;00092;V;00083;V;00075;V;00070;V;00067;V;00067;V;00059;V;00038;V;00038;V;00045;V;00044;V;00045;V;00062;V;00055;V;00044;V
28;079;004;08;08;02;13;01;12;00029;V;00029;V;00031;V;00043;V;00046;V;00046;V;00041;V;00038;V;00016;V;00029;V;00023;V;00018;V;00023;V;00020;V;00022;V;00018;V;00015;V;00025;V;00036;V;00034;V;00047;V;00036;V;00035;V;00034;V
28;079;004;08;08;02;13;01;13;00030;V;00041;V;00045;V;00037;V;00031;V;00024;V;00030;V;00025;V;00028;V;00032;V;00019;V;00018;V;00018;V;00027;V;00025;V;00019;V;00020;V;00030;V;00043;V;00060;V;00049;V;00039;V;00039;V;00038;V
28;079;004;08;08;02;13;01;14;00025;V;00024;V;00016;V;00018;V;00031;V;00038;V;00074;V;00115;V;00113;V;00085;V;00065;V;00050;V;00036;V;00029;V;00031;V;00028;V;00035;V;00040;V;00038;V;00040;V;00034;V;00037;V;00035;V;00019;V
28;079;004;08;08;02;13;01;15;00013;V;00012;V;00014;V;00011;V;00009;V;00014;V;00039;V;00060;V;00053;V;00055;V;00034;V;00026;V;00025;V;00026;V;00028;V;00028;V;00036;V;00043;V;00047;V;00055;V;00037;V;00030;V;00021;V;00029;V
28;079;004;08;08;02;13;01;16;00021;V;00020;V;00007;V;00007;V;00005;V;00006;V;00013;V;00032;V;00042;V;00054;V;00038;V;00050;V;00030;V;00023;V;00025;V;00022;V;00023;V;00022;V;00031;V;00035;V;00038;V;00038;V;00030;V;00019;V
28;079;004;08;08;02;13;01;17;00010;V;00008;V;00013;V;00008;V;00005;V;00011;V;00017;V;00030;V;00056;V;00054;V;00046;V;00041;V;00039;V;00035;V;00038;V;00030;V;00042;V;00061;V;00062;V;00068;V;00058;V;00045;V;00036;V;00024;V
28;079;004;08;08;02;13;01;18;00017;V;00015;V;00012;V;00009;V;00009;V;00007;V;00017;V;00031;V;00041;V;00042;V;00033;V;00029;V;00025;V;00023;V;00019;V;00024;V;00027;V;00027;V;00028;V;00028;V;00027;V;00032;V;00022;V;00023;V
28;079;004;08;08;02;13;01;19;00021;V;00017;V;00017;V;00017;V;00013;V;00019;V;00022;V;00016;V;00010;V;00024;V;00022;V;00020;V;00024;V;00024;V;00028;V;00032;V;00041;V;00038;V;00056;V;00077;V;00065;V;00053;V;00034;V;00028;V
28;079;004;08;08;02;13;01;20;00026;V;00016;V;00013;V;00017;V;00014;V;00012;V;00014;V;00011;V;00018;V;00014;V;00011;V;00014;V;00020;V;00021;V;00018;V;00018;V;00017;V;00029;V;00034;V;00038;V;00031;V;00038;V;00030;V;00026;V
28;079;004;08;08;02;13;01;21;00014;V;00008;V;00010;V;00007;V;00005;V;00007;V;00012;V;00042;V;00072;V;00068;V;00041;V;00043;V;00045;V;00041;V;00032;V;00046;V;00029;V;00040;V;00057;V;00074;V;00070;V;00054;V;00054;V;00060;V
28;079;004;08;08;02;13;01;22;00037;V;00027;V;00031;V;00018;V;00011;V;00010;V;00021;V;00057;V;00077;V;00067;V;00074;V;00053;V;00046;V;00051;V;00045;V;00046;V;00032;V;00031;V;00049;V;00073;V;00074;V;00028;V;00026;V;00025;V
28;079;004;08;08;02;13;01;23;00013;V;00010;V;00008;V;00008;V;00004;V;00008;V;00023;V;00056;V;00071;V;00060;V;00041;V;00044;V;00042;V;00038;V;00039;V;00041;V;00035;V;00028;V;00041;V;00039;V;00033;V;00025;V;00022;V;00017;V
28;079;004;08;08;02;13;01;24;00012;V;00007;V;00006;V;00004;V;00003;V;00005;V;00014;V;00032;V;00041;V;00047;V;00045;V;00053;V;00049;V;00053;V;00037;V;00042;V;00028;V;00048;V;00075;V;00084;V;00084;V;00085;V;00076;V;00081;V
28;079;004;08;08;02;13;01;25;00068;V;00082;V;00041;V;00063;V;00061;V;00052;V;00057;V;00069;V;00093;V;00103;V;00101;V;00086;V;00052;V;00032;V;00038;V;00043;V;00037;V;00051;V;00055;V;00067;V;00048;V;00041;V;00037;V;00023;V
28;079;004;08;08;02;13;01;26;00021;V;00025;V;00017;V;00023;V;00037;V;00027;V;00017;V;00017;V;00029;V;00040;V;00057;V;00053;V;00050;V;00045;V;00049;V;00028;V;00030;V;00062;V;00088;V;00114;V;00128;V;00121;V;00159;V;00140;V
28;079;004;08;08;02;13;01;27;00122;V;00110;V;00087;V;00072;V;00064;V;00055;V;00052;V;00046;V;00051;V;00054;V;00055;V;00039;V;00027;V;00030;V;00023;V;00028;V;00025;V;00025;V;00032;V;00031;V;00023;V;00025;V;00031;V;00016;V
28;079;004;08;08;02;13;01;28;00013;V;00019;V;00016;V;00011;V;00007;V;00005;V;00025;V;00048;V;00062;V;00074;V;00068;V;00054;V;00054;V;00038;V;00029;V;00029;V;00036;V;00043;V;00063;V;00086;V;00100;V;00114;V;00115;V;00108;V
28;079;004;08;08;02;13;01;29;00079;V;00056;V;00041;V;00037;V;00034;V;00032;V;00037;V;00046;V;00085;V;00095;V;00081;V;00099;V;00099;V;00089;V;00086;V;00085;V;00091;V;00102;V;00113;V;00136;V;00154;V;00134;V;00092;V;00087;V
28;079;004;08;08;02;13;01;30;00068;V;00058;V;00048;V;00041;V;00038;V;00033;V;00039;V;00068;V;00094;V;00092;V;00102;V;00107;V;00101;V;00087;V;00094;V;00090;V;00070;V;00072;V;00101;V;00087;V;00099;V;00116;V;00122;V;00096;V
28;079;004;08;08;02;13;01;31;00068;V;00049;V;00040;V;00037;V;00030;V;00028;V;00036;V;00076;V;00097;V;00124;V;00130;V;00119;V;00104;V;00078;V;00076;V;00075;V;00087;V;00093;V;00086;V;00079;V;00102;V;00135;V;00138;V;00120;V
28;079;008;01;38;02;13;01;01;00006;V;00007;V;00007;V;00007;V;00006;V;00006;V;00006;V;00007;V;00006;V;00007;V;00008;V;00008;V;00009;V;00010;V;00010;V;00009;V;00009;V;00010;V;00008;V;00009;V;00010;V;00011;V;00011;V;00010;V
28;079;008;01;38;02;13;01;02;00010;V;00010;V;00010;V;00012;V;00011;V;00010;V;00011;V;00012;V;00016;V;00019;V;00016;V;00018;V;00016;V;00013;V;00016;V;00014;V;00014;V;00016;V;00017;V;00018;V;00015;V;00017;V;00012;V;00011;V
28;079;008;01;38;02;13;01;03;00010;V;00009;V;00009;V;00008;V;00008;V;00007;V;00008;V;00010;V;00013;V;00017;V;00021;V;00030;V;00024;V;00015;V;00011;V;00017;V;00012;V;00013;V;00011;V;00016;V;00025;V;00022;V;00026;V;00020;V
28;079;008;01;38;02;13;01;04;00012;V;00012;V;00010;V;00009;V;00009;V;00010;V;00009;V;00011;V;00016;V;00017;V;00025;V;00030;V;00023;V;00022;V;00019;V;00019;N;00015;N;00016;N;00017;V;00018;V;00022;V;00019;V;00024;V;00020;V
28;079;008;01;38;02;13;01;05;00022;V;00028;V;00021;V;00016;V;00013;V;00011;V;00011;V;00013;V;00014;V;00015;V;00018;V;00019;V;00016;V;00016;V;00016;V;00016;V;00015;V;00014;V;00013;V;00015;V;00019;V;00023;V;00015;V;00021;V
28;079;008;01;38;02;13;01;06;00022;V;00018;V;00016;V;00012;V;00011;V;00010;V;00011;V;00010;V;00011;V;00011;V;00018;V;00029;V;00022;V;00017;V;00014;V;00013;V;00011;V;00011;V;00011;V;00013;V;00012;V;00013;V;00014;V;00017;V
28;079;008;01;38;02;13;01;07;00018;V;00014;V;00011;V;00010;V;00010;V;00008;V;00008;V;00008;V;00009;V;00008;V;00008;V;00008;V;00007;V;00007;V;00007;V;00008;V;00007;V;00007;V;00007;V;00007;V;00007;V;00007;V;00007;V;00008;V
28;079;008;01;38;02;13;01;08;00009;V;00009;V;00008;V;00008;V;00008;V;00007;V;00008;V;00009;V;00009;V;00010;V;00012;V;00013;V;00015;V;00012;V;00005;V;00009;V;00009;V;00009;V;00009;V;00007;V;00012;V;00010;V;00008;V;00006;V
28;079;008;01;38;02;13;01;09;00006;V;00006;V;00005;V;00005;V;00004;V;00004;V;00004;V;00006;V;00008;V;00009;V;00010;V;00009;V;00009;V;00008;V;00009;V;00008;V;00007;V;00007;V;00007;V;00006;V;00007;V;00006;V;00005;V;00005;V
28;079;008;01;38;02;13;01;10;00004;V;00003;V;00003;V;00003;V;00006;V;00005;V;00005;V;00005;V;00007;V;00006;V;00006;V;00005;V;00006;V;00011;V;00014;V;00012;V;00011;V;00008;V;00007;V;00006;V;00008;V;00010;V;00005;V;00004;V
28;079;008;01;38;02;13;01;11;00003;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00005;V;00006;V;00006;V;00005;V;00005;V;00005;V;00005;V;00006;V;00005;V;00004;V;00004;V;00004;V;00004;V;00004;V;00003;V;00004;V;00004;V
28;079;008;01;38;02;13;01;12;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00004;V;00004;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V
28;079;008;01;38;02;13;01;13;00002;V;00003;V;00003;V;00003;V;00003;V;00003;V;00002;V;00002;V;00003;V;00003;V;00003;V;00003;V;00003;V;00004;V;00003;V;00003;V;00003;V;00004;V;00004;V;00007;V;00008;V;00010;V;00008;V;00008;V
28;079;008;01;38;02;13;01;14;00007;V;00006;V;00005;V;00004;V;00003;V;00003;V;00004;V;00007;V;00009;V;00011;V;00009;V;00005;V;00005;V;00005;V;00005;V;00004;V;00005;V;00005;V;00006;V;00006;V;00005;V;00005;V;00005;V;00004;V
28;079;008;01;38;02;13;01;15;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00005;V;00007;V;00008;V;00006;V;00006;V;00005;V;00005;V;00005;V;00005;V;00005;V;00006;V;00006;V;00006;V;00005;V;00005;V;00004;V;00004;V
28;079;008;01;38;02;13;01;16;00003;V;00003;V;00003;V;00003;V;00002;V;00003;V;00003;V;00005;V;00005;V;00006;V;00005;V;00004;V;00004;V;00004;V;00004;V;00004;V;00003;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00003;V
28;079;008;01;38;02;13;01;17;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00004;V;00004;V;00005;V;00006;V;00006;V;00006;V;00005;V;00006;V;00006;V;00005;V;00006;V;00006;V;00005;V;00005;V;00005;V;00004;V;00004;V
28;079;008;01;38;02;13;01;18;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00004;V;00004;V;00005;V;00004;V;00004;V;00004;V;00004;V;00004;V;00004;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00002;V
28;079;008;01;38;02;13;01;19;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00003;V;00003;V;00003;V;00003;V;00002;V;00002;V;00003;V;00004;V;00005;V;00005;V;00004;V;00003;V;00003;V
28;079;008;01;38;02;13;01;20;00003;V;00003;V;00003;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00003;V;00002;V;00003;V
28;079;008;01;38;02;13;01;21;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00003;V;00005;V;00008;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;008;06;48;02;13;01;01;000.3;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.5;V;000.5;V;000.6;V;000.7;V;000.6;V
28;079;008;06;48;02;13;01;02;000.7;V;000.6;V;000.7;V;000.9;V;000.7;V;000.5;V;000.6;V;000.7;V;001.0;V;001.2;V;001.1;V;001.0;V;000.8;V;000.5;V;000.4;V;000.4;V;000.4;V;000.5;V;000.5;V;000.6;V;000.5;V;000.4;V;000.4;V;000.3;V
28;079;008;06;48;02;13;01;03;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.6;V;000.7;V;000.5;V;000.5;V;000.5;V;000.4;V;000.4;V;000.5;V;000.5;V;000.6;V;000.6;V;000.8;V;001.2;V;001.1;V;001.1;V;000.8;V
28;079;008;06;48;02;13;01;04;000.5;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.7;V;000.7;V;000.6;V;000.6;V;000.6;V;000.7;V;000.6;V;000.6;V;000.6;V;000.7;V;000.8;V;000.9;V;001.1;V;001.0;V;001.3;V;001.2;V
28;079;008;06;48;02;13;01;05;001.4;V;001.9;V;001.4;V;000.7;V;000.6;V;000.5;V;000.6;V;000.7;V;000.7;V;000.8;V;000.8;V;000.7;V;000.7;V;000.6;V;000.6;V;000.6;V;000.6;V;000.6;V;000.6;V;000.9;V;001.2;V;001.5;V;000.9;V;001.6;V
28;079;008;06;48;02;13;01;06;001.7;V;001.3;V;001.1;V;000.7;V;000.6;V;000.5;V;000.5;V;000.5;V;000.6;V;000.6;V;000.6;V;000.7;V;000.7;V;000.6;V;000.5;V;000.4;V;000.5;V;000.5;V;000.5;V;000.7;V;000.8;V;000.8;V;000.9;V;001.2;V
28;079;008;06;48;02;13;01;07;001.3;V;000.9;V;000.8;V;000.7;V;000.5;V;000.5;V;000.4;V;000.5;V;000.5;V;000.4;V;000.5;V;000.5;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.3;V;000.4;V;000.4;V;000.4;V;000.4;V;000.5;V
28;079;008;06;48;02;13;01;08;000.5;V;000.5;V;000.5;V;000.4;V;000.4;V;000.4;V;000.4;V;000.5;V;000.6;V;000.6;V;000.6;V;000.6;V;000.6;V;000.6;N;000.5;V;000.6;V;000.6;V;000.6;V;000.7;V;000.6;V;000.7;V;000.6;V;000.5;V;000.4;V
28;079;008;06;48;02;13;01;09;000.4;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.5;V;000.6;V;000.6;V;000.6;V;000.6;V;000.5;V;000.6;V;000.5;V;000.5;V;000.5;V;000.6;V;000.5;V;000.6;V;000.5;V;000.4;V;000.4;V
28;079;008;06;48;02;13;01;10;000.4;V;000.3;V;000.3;V;000.3;V;000.5;V;000.4;V;000.4;V;000.4;V;000.6;V;000.6;V;000.5;V;000.4;V;000.5;V;000.8;V;000.9;V;000.7;V;000.7;V;000.6;V;000.6;V;000.7;V;000.8;V;001.0;V;000.5;V;000.4;V
28;079;008;06;48;02;13;01;11;000.4;V;000.4;V;000.4;V;000.5;V;000.5;V;000.4;V;000.5;V;000.6;V;000.6;V;000.6;V;000.5;V;000.5;V;000.4;V;000.5;V;000.6;V;000.5;V;000.4;V;000.5;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V
28;079;008;06;48;02;13;01;12;000.4;V;000.4;V;000.3;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.4;V;000.3;V
28;079;008;06;48;02;13;01;13;000.3;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.4;V;000.4;V;000.3;V;000.3;V
28;079;008;06;48;02;13;01;14;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.5;V;000.7;V;000.8;V;000.6;V;000.4;N;000.4;V;000.4;V;000.5;V;000.4;V;000.4;V;000.4;V;000.5;V;000.5;V;000.4;V;000.4;V;000.4;V;000.3;V
28;079;008;06;48;02;13;01;15;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.5;V;000.6;V;000.8;V;000.4;V;000.4;V;000.4;V;000.5;V;000.5;V;000.4;V;000.4;V;000.5;V;000.5;V;000.5;V;000.4;V;000.4;V;000.3;V;000.3;V
28;079;008;06;48;02;13;01;16;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.4;V;000.5;V;000.6;V;000.5;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.5;V;000.5;V;000.4;V;000.4;V;000.4;V;000.3;V
28;079;008;06;48;02;13;01;17;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.4;V;000.5;V;000.4;V;000.4;V;000.4;V;000.4;V;000.5;V;000.4;V;000.5;V;000.5;V;000.6;V;000.6;V;000.5;V;000.5;V;000.4;V;000.3;V
28;079;008;06;48;02;13;01;18;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.4;V;000.5;V;000.6;V;000.5;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.3;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.2;V
28;079;008;06;48;02;13;01;19;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V;000.3;V;000.4;V;000.4;V;000.5;V;000.3;V;000.3;V;000.3;V
28;079;008;06;48;02;13;01;20;000.3;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V
28;079;008;06;48;02;13;01;21;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.4;V;000.6;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;008;07;08;02;13;01;01;00007;V;00028;V;00027;V;00017;V;00009;V;00012;V;00008;V;00007;V;00009;V;00008;V;00010;V;00019;V;00017;V;00014;V;00019;V;00014;V;00013;V;00022;V;00032;V;00051;V;00079;V;00104;V;00103;V;00077;V
28;079;008;07;08;02;13;01;02;00096;V;00096;V;00086;V;00158;V;00124;V;00100;V;00132;V;00154;V;00265;V;00312;V;00298;V;00220;V;00178;V;00074;V;00025;V;00018;V;00017;V;00025;V;00026;V;00043;V;00027;V;00022;V;00012;V;00007;V
28;079;008;07;08;02;13;01;03;00005;V;00008;V;00007;V;00013;V;00005;V;00023;V;00056;V;00041;V;00071;V;00070;V;00053;V;00047;V;00042;V;00031;V;00029;V;00030;V;00034;V;00090;V;00113;V;00165;V;00268;V;00237;V;00228;V;00145;V
28;079;008;07;08;02;13;01;04;00027;V;00032;V;00013;V;00015;V;00014;V;00010;V;00016;V;00050;V;00090;V;00101;V;00079;V;00075;V;00100;V;00151;V;00119;V;00103;V;00097;V;00159;V;00179;V;00207;V;00262;V;00207;V;00277;V;00230;V
28;079;008;07;08;02;13;01;05;00270;V;00520;V;00335;V;00121;V;00099;V;00088;V;00094;V;00137;V;00166;V;00196;V;00177;V;00127;V;00113;V;00089;V;00081;V;00078;V;00087;V;00081;V;00094;V;00146;V;00238;V;00348;V;00153;V;00312;V
28;079;008;07;08;02;13;01;06;00347;V;00272;V;00217;V;00108;V;00088;V;00073;V;00075;V;00072;V;00078;V;00080;V;00087;V;00084;V;00099;V;00075;V;00049;V;00051;V;00043;V;00044;V;00063;V;00103;V;00095;V;00139;V;00156;V;00255;V
28;079;008;07;08;02;13;01;07;00273;V;00150;V;00098;V;00075;V;00044;V;00035;V;00034;V;00042;V;00063;V;00040;V;00057;V;00050;V;00013;V;00017;V;00019;V;00026;V;00021;V;00019;V;00015;V;00013;V;00015;V;00017;V;00012;V;00024;V
28;079;008;07;08;02;13;01;08;00033;V;00030;V;00027;V;00015;V;00009;V;00009;V;00019;V;00052;V;00063;V;00064;V;00075;V;00073;V;00090;V;00065;V;00068;V;00079;V;00077;V;00077;V;00082;V;00066;V;00098;V;00074;V;00037;V;00020;V
28;079;008;07;08;02;13;01;09;00014;V;00011;V;00013;V;00007;V;00004;V;00005;V;00010;V;00030;V;00063;V;00077;V;00087;V;00093;V;00108;V;00089;V;00095;V;00074;V;00078;V;00085;V;00086;V;00056;V;00095;V;00064;V;00037;V;00045;V
28;079;008;07;08;02;13;01;10;00033;V;00019;V;00010;V;00018;V;00062;V;00053;V;00061;V;00074;V;00124;V;00113;V;00086;V;00056;V;00057;V;00139;V;00158;V;00118;V;00106;V;00096;V;00092;V;00080;V;00121;V;00201;V;00063;V;00031;V
28;079;008;07;08;02;13;01;11;00020;V;00033;V;00035;V;00047;V;00057;V;00038;V;00049;V;00089;V;00092;V;00096;V;00046;V;00059;V;00054;V;00063;V;00068;V;00070;V;00033;V;00046;V;00036;V;00037;V;00028;V;00023;V;00024;V;00025;V
28;079;008;07;08;02;13;01;12;00019;V;00019;V;00021;V;00026;V;00019;V;00020;V;00025;V;00023;V;00013;V;00029;V;00024;V;00024;V;00023;V;00022;V;00028;V;00016;V;00012;V;00019;V;00022;V;00021;V;00023;V;00021;V;00021;V;00020;V
28;079;008;07;08;02;13;01;13;00015;V;00020;V;00031;V;00019;V;00013;V;00014;V;00010;V;00011;V;00010;V;00013;V;00011;V;00013;V;00021;V;00021;V;00026;V;00013;V;00016;V;00019;V;00017;V;00019;V;00010;V;00009;V;00006;V;00005;V
28;079;008;07;08;02;13;01;14;00004;V;00003;V;00002;V;00003;V;00003;V;00007;V;00049;V;00102;V;00153;V;00130;V;00086;V;00037;V;00045;V;00040;V;00035;V;00026;V;00033;V;00039;V;00039;V;00047;V;00030;V;00023;V;00022;V;00013;V
28;079;008;07;08;02;13;01;15;00006;V;00006;V;00005;V;00004;V;00005;V;00005;V;00012;V;00063;V;00085;V;00108;V;00054;V;00044;V;00042;V;00041;V;00046;V;00031;V;00031;V;00044;V;00047;V;00049;V;00023;V;00025;V;00010;V;00013;V
28;079;008;07;08;02;13;01;16;00010;V;00007;V;00004;V;00004;V;00003;V;00005;V;00014;V;00050;V;00065;V;00089;V;00061;V;00037;V;00049;V;00051;V;00047;V;00040;V;00036;V;00037;V;00059;V;00051;V;00043;V;00041;V;00027;V;00011;V
28;079;008;07;08;02;13;01;17;00005;V;00009;V;00005;V;00003;V;00004;V;00004;V;00011;V;00023;V;00021;V;00035;V;00046;V;00033;V;00033;V;00035;V;00041;V;00035;V;00047;V;00055;V;00067;V;00045;V;00045;V;00049;V;00025;V;00017;V
28;079;008;07;08;02;13;01;18;00020;V;00014;V;00008;V;00009;V;00007;V;00007;V;00020;V;00058;V;00077;V;00105;V;00071;V;00046;V;00041;V;00039;V;00042;V;00039;V;00030;V;00032;V;00035;V;00029;V;00025;V;00024;V;00016;V;00009;V
28;079;008;07;08;02;13;01;19;00012;V;00010;V;00011;V;00011;V;00008;V;00007;V;00007;V;00005;V;00008;V;00010;V;00014;V;00012;V;00016;V;00014;V;00018;V;00008;V;00011;V;00024;V;00032;V;00035;V;00040;V;00017;V;00010;V;00008;V
28;079;008;07;08;02;13;01;20;00008;V;00007;V;00008;V;00008;V;00005;V;00005;V;00005;V;00004;V;00006;V;00011;V;00012;V;00012;V;00019;V;00020;V;00019;V;00013;V;00013;V;00022;V;00020;V;00018;V;00013;V;00016;V;00008;V;00012;V
28;079;008;07;08;02;13;01;21;00006;V;00009;V;00004;V;00010;V;00006;V;00004;V;00011;V;00045;V;00104;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
